id,username,location,text,sentiment
5,I.A.T.S.E. Local 168,Vancouver Island,RT vancolour Thought ExperimentIf an employee resigned on the same month as their employers vaccine mandate comes into effect let,0.0
6,Jake,"Sussex, UK",RT Pauline51734996 The only UK newspaper  Cheltenham to have a full page showing the vaccine deaths Please share to make viral https,0.5848
7,Sassy kell,,RT DrSaripanidis kkariko EricTopol WeissmanLab Cardiologist EricTopol was commissioned to discredit prominent pioneering mRNA scienti,0.3182
8,Naveed Iqbal,New Delhi / Srinagar,RT nytimes Novak Djokovic plans to play in the Australian Open after receiving a medical exemption he said It comes after a review of h,0.34
9,Bluegluebunny,Texas,RT chefgrandma75 RonFilipkowski So he wants his supporters to get a vaccine and quit Facebook httpstcodXBKnQ48N4,0.4404
10,Ana Calli 🌸,"Merton, London",RT davidkurten Coerced injections of experimental mRNA without informed consent are unquestionably wrong such as the Johnson regime firi,-0.7404
11,Gino,Canada,Many vaccinated teachers some boostered do not feel safe teaching unless their elementary students are vaccinated httpstco7nsNLuG98s,-0.3412
12,Dr. Max Headroom,"Wrightsville Beach,NC",Approximately 50 of Serious Vaccine Injuries Reported In Last 30 Years Are From COVID Shots httpstcoceNOJRRIAx,-0.0772
13,PS&KV💔💙💫,Somewhere in philly,RT UncvrngTheTruth Antivaxxer freedomloving Kelly Ernby an Orange County GOP DA who ran for state Assembly has died from Covid Kel,-0.5574
14,hcsully,"Chicago, IL",RT TWenseleers Omicron forms a distinct antigenic cluster that is sufficiently different that if this was influenza it would likely be,0.0
15,George Levai,United Kingdom,RT talkRADIO Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for fl,-0.296
16,jendziura,New York,RT kibblesmith If you need a gun to protect your family in a life or death situation have I got a vaccine for you,-0.5719
17,HoistKing69🇨🇦🇺🇸,,RT stainlesstan58 Pfizer lied people died Companys own vaccine trial data shows significant harm httpstco9qQ2eZov5t via RebelNew,-0.836
18,Denise W G,"Chicago, Illinois: SILENT 's'!",RT UncvrngTheTruth Antivaxxer freedomloving Kelly Ernby an Orange County GOP DA who ran for state Assembly has died from Covid Kel,-0.5574
19,Jᴇɴɴᴀ Sɪɢʏɴ Asᴛᴀʀᴛɪᴇʟ Cᴀᴠɪʟʟ 🍷🍫🌿🌟🌊,"DCEU Earth 666, MCU Earth 616 ",RT WesElyMD Transmission of COVID19 from humans to animals may propagate reinfections amp induce vaccine failure risk Ive been wondering,-0.6597
20,Engr. Abubakar Mundir,Nigeria,RT washingtonpost Israeli study reports fivefold jump in antibodies with 4th Pfizer vaccine shot httpstcoLUETIkcEyD,0.0
21,G,,unknwnanswrs Carniore1 GavinGeoghegan Ivanabreakfree You can skew the data and any graph you like but it wont httpstcogwnC851wPs,0.1901
22,Michael1984,,mmpadellan The real pandemic is the vaccine  Keep believing the lies  Long term affects if this vaccine will be httpstco2QhqpFhCYG,-0.4215
23,ElaMyFriend,"New York, NY",AuthorKimberley Excerpt From the Daily Beast Kelly Ernby a presumed candidate for the state Assembly in 2022 wa httpstcozgsIgyZbQR,0.0
24,Taryn Kelly,,RT TheDemCoalition FACT Whether its fighting mask or vaccine mandates or just spreading disinformation Ron DeSantis has tried everythi,-0.3612
25,🌼🌸🌺CSW🌺🌸🌼,,RT cmbaldwin no1realman Yes and in the space of a month Ive lost a cousin heart attack and another had a stroke Not suggesting,0.3612
26,Hidden,"United States, Switzerland ",RT newsmax The US Centers for Disease Control and Prevention CDC on Tuesday recommended shortening the interval between PfizerBioNTe,0.2023
27,franco villa,,California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcosjN1jmYvJq,-0.6908
28,Hange’s baby mama,,RT notSaidrick America is wild because some folks are on their fourth COVID vaccine while other folks thinks that shit makes you magneti,-0.5574
29,Concerned Citizen,In your head,AntifaRioter catfishyak Who was that that cut in line for the first round of vaccine again httpstcoHsR7X1ecWc,-0.2732
30,John Bain,"Wales, United Kingdom",RT Pauline51734996 The only UK newspaper  Cheltenham to have a full page showing the vaccine deaths Please share to make viral https,0.5848
31,Chandrasekhar Pradhan,,RT NaveenOdisha Odisha has achieved yet another significant milestone in the fight against COVID19 as more than 2 crore people have re,-0.2023
32,Is'qhaza sokuqala nokugcina,,RT MimiReeds Africans I have a quick questionWhat makes you so sure that the vaccine you are getting in Africa is the same one being,0.4572
33,Giddy Bunny,,EthanolFree90 TeekeeMon MountainLiberal HuntersArtWork RushvilleRockit MrHandy97218513 Synyster63 httpstcoLcbsacCR5u,0.0
34,Ryan James,,RT Cernovich SEALs are hard to come by Kicking them out over a vaccine Literally a national security issue httpstcoXqUyMEYgJK,0.25
35,Cat B,UK,RT ColwillStephen TORY RULES  RULE ONE ONLY TALK ABOUT THE VACCINE  RULE 2 SEE RULE 1 COS IF YOU SAY ANY THING ELSE YOU WILL MAKE THE,0.0
36,Birgit👣 Sappho🐾 Kalipso🐾 🌈Dédé🐾, Rheinland,RT jayvanbavel Malone seems to be creating fake concepts to cover up for the misinformation he has been spreading about vaccines https,-0.4939
37,🤠🤡clownboy🤡🤠,"Montréal, QC",Alcohol is one of the deadliest substances to withdraw from and also one of the most common substances to be addic httpstco0CORsj94o9,0.0
38,The Placer Patriot,,FOX40 Oh great Another stumbling read of the teleprompter promoting fear hysteria and vaccine mandates Cant wait ,0.2003
39,CBS New York,New York City,See McLoganTVs report on this story here httpstcoUT60rFYu6N httpstcoKhxqenpeSq,0.0
40,Melissa Johnson,,RT TekshowPlays gubby115 5Firecontrol MalcolmNance Well as soon as you produce a functional alternative to capitalism you let us know,0.2732
41,Divinity Seven,"Las Vegas, NV",RT repdinatitus COVID19 cases are on the rise in Southern Nevada If youre feeling ill please stay home If you still need to get your,0.0
42,Brave&Smart,,RT danjgregory Dr Robert Malone a vaccinologist who has spent most of his career working on vaccine development and helped to pioneer mR,0.0
43,⚔️ROCS⚔️,Northern Virginia,RT BuckSexton The vaccine passport system in NYC is 4 months old and it abjectly failed to stop or even lessen the spreadSo of cours,-0.6705
44,Jonathan Keith Feaster,"Pineville,nc",NickNeary CintiaLHorvath FoxNews Flu vaccine does not give you the flu thats your immune system attacking the httpstcoDw2nswVN3N,-0.7184
45,congressional news,,AntiVaccine Mandate California Deputy DA Dies Abruptly After Falling Ill With COVID at Age 46  The Daily Beast httpstconeqW867uRf,-0.5267
46,𝔼𝕕𝕕𝕚𝕖 VͮAͣXͯXͯEͤDͩ ᴛⷮoͦ ᴛⷮhͪeͤ ƃuᴉʞɔnᖵ M̳A̳X̳,🇺🇸 UͧS͛Aͣ 🇺🇸,RT TheRickyDavila OC Deputy DA and former GQP State Assembly candidate Kelly Ernby has died suddenly at 46 years old a week after telling,-0.5574
47,unnamed,,TheLast34107761 crosscourt1 Novaxx allowed in even though he hasnt been vaccinated  Natalia not let in even tho httpstcoPFc0lXPhg6,0.0
48,Purple Dalmation,,RT ElectionWiz JUST IN A federal judge granted a temporary injunction Monday against a federal vaccine mandate for Navy SEALs who sued,0.25
49,NEWSRADIOKTOK,,New York Teacher Arrested For Allegedly Injecting Minor With COVID Vaccine httpstcozbIm6OEBXr,-0.4767
0,Disinthrallment,,RT SovMichael This is being repeated widely as it shouldIf they didnt know that the vaccine would lose efficacy long termHow d,-0.4019
1,Dr Nicola Ní Mhistéil,,oceanclub I genuinely do not understand that Its not like this hadnt been highlighted for past two years I thi httpstcoSa6EQNVFH2,-0.2755
2,Discerning15,,tcunderdahl BetoORourke The vaccine is not 100 effective but it does reduce the severity of its impactillness or death,-0.7979
3,🇺🇸KeepAmericaGreat🇺🇸,"New England, USA",RT randy808 The latest VAERS data has been published vaccine injuries COVID19 JoeRogan 983756 Adverse Events108572 Hospitalizati,-0.3612
4,Ravi Chander,"Hyderabad, India",RT ETHrWorld Due to the surge in Covid cases in the city and huge rush at vaccination centres businessmen have requested the government,0.3182
5,Craig,,ABonTV Being able to access a vaccine that if its as effective as they say it is that should be my right to have it over mRNA,0.4767
6,David Rous,"Bakersfield, CA",RT jeremynewberger REPUBLICANS Big Tech wants to stop us from expressing our view that you will die from taking the free working vaccine,-0.4215
7,Raghav ,he/him,Ive got my first dose of vaccine now pls can someone tell me what to do and what not to,0.0772
8,Jeanne M. Taylor,,RT newsmax Police have arrested a New York school teacher for allegedly injecting a 17yearold boy with what is believed to have been a,-0.4767
9,Prof.Petro Nicolaides,"West Midlands, England",RT Nicola4WBE  One year ago today the first OxfordAstraZeneca vaccine was administered  25 billion doses have now been administer,0.0
10,Smokeydogg,USA,RT Cernovich SEALs are hard to come by Kicking them out over a vaccine Literally a national security issue httpstcoXqUyMEYgJK,0.25
11,Jill'sNotABot,"Illinois, USA",RT JohnJuanSean Hypothesis 2 shot vaccine provides complete protectionResult Didnt workNew Hypothesis Booster shot and all will b,0.0
12,Sir Thinkaboutit,,RT talkRADIO Should we give a fourth jab My answer is noFormer UK Vaccine Taskforce chair Dr Clive Dix The likelihood is we sho,0.0
13,winniepooh,"St Louis, MO",RT SenTedCruz This is a major winhttpstcoxyhifeKAJE,0.6581
14,Stephen Wellman,"New York, NY",RT HCFinance FDA expands use of Pfizer vaccine greenlights boosters for children 1215 httpstcojks15IUNCv,0.1027
15,SB,La La land,RT StopPneumonia Latest EveryBreathCounts OxygenCrisis Risk Map54 countries are at risk of oxygen shortages39 are in codered,-0.5859
16,2022!?,En algun lloc...,RT jonahthaloner 2 months following my reaction to the pfizer vaccine and this is still my morning routine a cocktail of heart tablet,0.6369
17,Tumbling Dice 🎲🎲,"Tokyo, Japan",jayjaymoshows anayalove40 cooldog95228 damnpamfromnamm POTUS The conversation above cited childhood vaccines httpstcoX2SYxsBMIQ,0.0
18,"UmbraSight, Certified Pumpkin",,I think my current favorite completely detached from reality COVID vaccine conspiracy theory  is that the vaccine d httpstcopY7pkX8PEL,-0.2944
19,Brent Orrell,,Im all for early treatment but that entails testing doesnt it Or do we just treat everyone prophylactically Wa httpstcoMJ19aSjGmU,0.6007
20,JennD,"Florida, USA",RT slimshanny Ive been keeping quiet about this but am I wrong for feeling nervous to get a third dose of the vaccine considering I exp,-0.7227
21,Sharons Sharings,,RT cmbaldwin no1realman Yes and in the space of a month Ive lost a cousin heart attack and another had a stroke Not suggesting,0.3612
22,Jacqueline DaSilva,"Funchal, Madeira. 💐💕",RT SikhForTruth Quebec Canada bars unvaccinated Quebecers from the provinces liquor and cannabis shops No regular vaccines no alcohol,-0.5267
23,Oscar 🥀🗽,Florida state of mind,RT SenTedCruz President Biden is wrong for punishing our Servicemembers over their religious freedom I am pleased to see a judge issue,0.1027
24,FutureTimes15,,RT EpochTVus Asymptomatic spread became probably one of the biggest fallacies of the pandemic says Dr PMcCulloughMD regarding the t,0.0
25,underthebus,,HonestMD2 Even a fake doctor wouldnt fire docs and nurses for refusing the JAB clots  myocarditis pericarditis httpstco07ebFtxrCq,-0.802
26,Hazellyn Mata,,Bro Thought I didnt have symptoms anymore but omg my stomach has been killing me all day  and when I talk I hav httpstcoIoDU43Vnu1,-0.7964
27,Paula,,ScottAdamsSays Sure You said on a podcast in December the vaccine worked It keeps you from dying Then in a r httpstcorjeop50hKH,0.3182
28,Lindamarie,,RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
29,Say No to Evil,,Diebyclones BNODesk so the vaccine didnt protect you,-0.3703
30,Mary Webber,Mostly West ,RT FRANCE24 Eccentric French twins die of Covid19 after refusing vaccine httpstcoQAnOTHWVrX httpstco6B0vL83fTc,-0.765
31,Glenda Kay Campbell,"Oklahoma, USA",RT KathleenBaggio1 rweingarten Covid aside for a secWould you get a 2 yr old vaccine for a this yr strain of the flu Now I got 2 jabs,-0.4215
32,Fravid Dum,"washington, dc",RT ofguner Kirky861 No the day Trudeau brought in the Vaccine Mandates The Tool went for a Beer and never came back,0.0
33,#VotedPPC - #PureBlood no mRna. Bitcoin = Freedom,Earth,RT Jhutch43945987 Tragic thread here of young children who have died after these vaccine shots  httpstcoikUAfOq5Oh httpstco,-0.784
34,Heinous Female Nipples #GetYourFxxkingVaccine,"Portland, OR",RT ToplessTopics Puhlmann jopara94 hankgreen This whole the vaccine is all a gift for big pharma is such a weird conspiracy like in,0.0772
35,Daniel Foster,,RT jilevin California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcokj2GrXyxDy,-0.6908
36,Erica,,CatholicLisa CatholicJaimeR Your friends probably did not get proper treatment    Youre better off securing med httpstcoM2nLvBQYfV,0.8074
37,🇬🇧Name Your Hero?_ _ _🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Hampshire, England",RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
38,Ann Snell,"Phoenix, AZ",RT SenTedCruz This is a major winhttpstcoxyhifeKAJE,0.6581
39,Will Hernandez,,RexChapman Yea You should also ask Fauci AOC I hear she likes the freedoms of Florida and every other democrat httpstcoWaTGVG9ADQ,0.6124
40,NeverStopMovingForward,,RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
41,Eric Blair,,TarunAnand9 Lucy3370 Novavax What the hell are you talking aboutThe facts are that this vaccine has been a httpstcoqgBEDROVOs,-0.7611
42,Judith Mootz Bean,USA,RT joncoopertweets A GOP activist in California who was an ardent and vocal opponent of vaccine mandates died this week of Covid19 She,-0.128
43,Stephen Wellman,"New York, NY",RT HCFinance USFDA has officially authorized Pfizer  BioNTechGroups  COVID19 booster shots for children 12to15years old Pu,0.0
44,indiemary,,RT ReutersHealth Mexicos vaccine supply contract with Chinese company CanSino Biologics ended in November Foreign Minister Marcelo Ebr,0.0
45,TYRONE,RI ✈️NY♎️,Im starting to believe all these faintsdeath is from the vaccine Idc dont want to hear ur story or the science httpstco903q4vzCS8,0.0772
46,Sharons Sharings,,RT KathleenBaggio1 rweingarten Covid aside for a secWould you get a 2 yr old vaccine for a this yr strain of the flu Now I got 2 jabs,-0.4215
47,Dan Goldstein,,vanielmage benshapiro I agree that with Omicron the vaccine doesnt reduce the risk of transmission  It does sig httpstcoHSoTJBaZAL,0.1027
48,Rob Wranglebury,England,RT talkRADIO Should we give a fourth jab My answer is noFormer UK Vaccine Taskforce chair Dr Clive Dix The likelihood is we sho,0.0
49,Caroline “Get the Vaccine” Rogers,"Fort Worth, TX",RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
0,Disinthrallment,,RT SovMichael This is being repeated widely as it shouldIf they didnt know that the vaccine would lose efficacy long termHow d,-0.4019
1,Dr Nicola Ní Mhistéil,,oceanclub I genuinely do not understand that Its not like this hadnt been highlighted for past two years I thi httpstcoSa6EQNVFH2,-0.2755
2,Discerning15,,tcunderdahl BetoORourke The vaccine is not 100 effective but it does reduce the severity of its impactillness or death,-0.7979
3,🇺🇸KeepAmericaGreat🇺🇸,"New England, USA",RT randy808 The latest VAERS data has been published vaccine injuries COVID19 JoeRogan 983756 Adverse Events108572 Hospitalizati,-0.3612
4,Ravi Chander,"Hyderabad, India",RT ETHrWorld Due to the surge in Covid cases in the city and huge rush at vaccination centres businessmen have requested the government,0.3182
5,Craig,,ABonTV Being able to access a vaccine that if its as effective as they say it is that should be my right to have it over mRNA,0.4767
6,David Rous,"Bakersfield, CA",RT jeremynewberger REPUBLICANS Big Tech wants to stop us from expressing our view that you will die from taking the free working vaccine,-0.4215
7,Raghav ,he/him,Ive got my first dose of vaccine now pls can someone tell me what to do and what not to,0.0772
8,Jeanne M. Taylor,,RT newsmax Police have arrested a New York school teacher for allegedly injecting a 17yearold boy with what is believed to have been a,-0.4767
9,Prof.Petro Nicolaides,"West Midlands, England",RT Nicola4WBE  One year ago today the first OxfordAstraZeneca vaccine was administered  25 billion doses have now been administer,0.0
10,Smokeydogg,USA,RT Cernovich SEALs are hard to come by Kicking them out over a vaccine Literally a national security issue httpstcoXqUyMEYgJK,0.25
11,Jill'sNotABot,"Illinois, USA",RT JohnJuanSean Hypothesis 2 shot vaccine provides complete protectionResult Didnt workNew Hypothesis Booster shot and all will b,0.0
12,Sir Thinkaboutit,,RT talkRADIO Should we give a fourth jab My answer is noFormer UK Vaccine Taskforce chair Dr Clive Dix The likelihood is we sho,0.0
13,winniepooh,"St Louis, MO",RT SenTedCruz This is a major winhttpstcoxyhifeKAJE,0.6581
14,Stephen Wellman,"New York, NY",RT HCFinance FDA expands use of Pfizer vaccine greenlights boosters for children 1215 httpstcojks15IUNCv,0.1027
15,SB,La La land,RT StopPneumonia Latest EveryBreathCounts OxygenCrisis Risk Map54 countries are at risk of oxygen shortages39 are in codered,-0.5859
16,2022!?,En algun lloc...,RT jonahthaloner 2 months following my reaction to the pfizer vaccine and this is still my morning routine a cocktail of heart tablet,0.6369
17,Tumbling Dice 🎲🎲,"Tokyo, Japan",jayjaymoshows anayalove40 cooldog95228 damnpamfromnamm POTUS The conversation above cited childhood vaccines httpstcoX2SYxsBMIQ,0.0
18,"UmbraSight, Certified Pumpkin",,I think my current favorite completely detached from reality COVID vaccine conspiracy theory  is that the vaccine d httpstcopY7pkX8PEL,-0.2944
19,Brent Orrell,,Im all for early treatment but that entails testing doesnt it Or do we just treat everyone prophylactically Wa httpstcoMJ19aSjGmU,0.6007
20,JennD,"Florida, USA",RT slimshanny Ive been keeping quiet about this but am I wrong for feeling nervous to get a third dose of the vaccine considering I exp,-0.7227
21,Sharons Sharings,,RT cmbaldwin no1realman Yes and in the space of a month Ive lost a cousin heart attack and another had a stroke Not suggesting,0.3612
22,Jacqueline DaSilva,"Funchal, Madeira. 💐💕",RT SikhForTruth Quebec Canada bars unvaccinated Quebecers from the provinces liquor and cannabis shops No regular vaccines no alcohol,-0.5267
23,Oscar 🥀🗽,Florida state of mind,RT SenTedCruz President Biden is wrong for punishing our Servicemembers over their religious freedom I am pleased to see a judge issue,0.1027
24,FutureTimes15,,RT EpochTVus Asymptomatic spread became probably one of the biggest fallacies of the pandemic says Dr PMcCulloughMD regarding the t,0.0
25,underthebus,,HonestMD2 Even a fake doctor wouldnt fire docs and nurses for refusing the JAB clots  myocarditis pericarditis httpstco07ebFtxrCq,-0.802
26,Hazellyn Mata,,Bro Thought I didnt have symptoms anymore but omg my stomach has been killing me all day  and when I talk I hav httpstcoIoDU43Vnu1,-0.7964
27,Paula,,ScottAdamsSays Sure You said on a podcast in December the vaccine worked It keeps you from dying Then in a r httpstcorjeop50hKH,0.3182
28,Lindamarie,,RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
29,Say No to Evil,,Diebyclones BNODesk so the vaccine didnt protect you,-0.3703
30,Mary Webber,Mostly West ,RT FRANCE24 Eccentric French twins die of Covid19 after refusing vaccine httpstcoQAnOTHWVrX httpstco6B0vL83fTc,-0.765
31,Glenda Kay Campbell,"Oklahoma, USA",RT KathleenBaggio1 rweingarten Covid aside for a secWould you get a 2 yr old vaccine for a this yr strain of the flu Now I got 2 jabs,-0.4215
32,Fravid Dum,"washington, dc",RT ofguner Kirky861 No the day Trudeau brought in the Vaccine Mandates The Tool went for a Beer and never came back,0.0
33,#VotedPPC - #PureBlood no mRna. Bitcoin = Freedom,Earth,RT Jhutch43945987 Tragic thread here of young children who have died after these vaccine shots  httpstcoikUAfOq5Oh httpstco,-0.784
34,Heinous Female Nipples #GetYourFxxkingVaccine,"Portland, OR",RT ToplessTopics Puhlmann jopara94 hankgreen This whole the vaccine is all a gift for big pharma is such a weird conspiracy like in,0.0772
35,Daniel Foster,,RT jilevin California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcokj2GrXyxDy,-0.6908
36,Erica,,CatholicLisa CatholicJaimeR Your friends probably did not get proper treatment    Youre better off securing med httpstcoM2nLvBQYfV,0.8074
37,🇬🇧Name Your Hero?_ _ _🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Hampshire, England",RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
38,Ann Snell,"Phoenix, AZ",RT SenTedCruz This is a major winhttpstcoxyhifeKAJE,0.6581
39,Will Hernandez,,RexChapman Yea You should also ask Fauci AOC I hear she likes the freedoms of Florida and every other democrat httpstcoWaTGVG9ADQ,0.6124
40,NeverStopMovingForward,,RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
41,Eric Blair,,TarunAnand9 Lucy3370 Novavax What the hell are you talking aboutThe facts are that this vaccine has been a httpstcoqgBEDROVOs,-0.7611
42,Judith Mootz Bean,USA,RT joncoopertweets A GOP activist in California who was an ardent and vocal opponent of vaccine mandates died this week of Covid19 She,-0.128
43,Stephen Wellman,"New York, NY",RT HCFinance USFDA has officially authorized Pfizer  BioNTechGroups  COVID19 booster shots for children 12to15years old Pu,0.0
44,indiemary,,RT ReutersHealth Mexicos vaccine supply contract with Chinese company CanSino Biologics ended in November Foreign Minister Marcelo Ebr,0.0
45,TYRONE,RI ✈️NY♎️,Im starting to believe all these faintsdeath is from the vaccine Idc dont want to hear ur story or the science httpstco903q4vzCS8,0.0772
46,Sharons Sharings,,RT KathleenBaggio1 rweingarten Covid aside for a secWould you get a 2 yr old vaccine for a this yr strain of the flu Now I got 2 jabs,-0.4215
47,Dan Goldstein,,vanielmage benshapiro I agree that with Omicron the vaccine doesnt reduce the risk of transmission  It does sig httpstcoHSoTJBaZAL,0.1027
48,Rob Wranglebury,England,RT talkRADIO Should we give a fourth jab My answer is noFormer UK Vaccine Taskforce chair Dr Clive Dix The likelihood is we sho,0.0
49,Caroline “Get the Vaccine” Rogers,"Fort Worth, TX",RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
0,Theresa M. Wilson,"New Jersey, USA",Joe Rogan Goes On Another Unhinged Vaccine RantHasanAbi  httpstcoBoXiegUlvX,-0.34
1,Nancy Stremmel🌊🌊,"east coast, USA",RT DrTomFrieden Its rare for ANY vaccine to completely protect against infection or to eliminate transmission But Covid vaccines and bo,0.2374
2,BMLewis,United States,RT RVAwonk Orange County Deputy District Attorney Kelly Ernby a leader within the local Republican Party has died suddenly a week afte,-0.2263
3,Kelly Poulin,"Maryland, USA",RT CBSNews Federal judge blocks Pentagon from punishing Navy sailors who decline COVID19 vaccine  httpstcoRuPUZU7xDi,-0.6705
4,Ben Moore,Half an hour ago,I had several vaccine jabs when I was a kid and they really hurt Currently looking into what legal steps I can take,-0.4927
5,Kathy Pauly 🏴‍☠️,"Toccoa, Georgia",RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
6,CindyR,"Toronto, Ontario",RT glenpyle The legal case for vaccine mandates Another point in favourglobeandmail Opinion Vaccine mandates are justified as a mat,0.7269
7,Zev Goldberg,"Tuscaloosa, AL",MichaelTWorley julibgbs Is there a vaccine on the horizon that is significantly better than the ones we have I httpstcoVeonx3gMqz,0.4404
8,SallyHay_Celebrant,"London, England",Thank you to all the scientists who worked on the vaccine and to all the NHS staff and volunteers who administered httpstcoYJq0Rm2bO7,0.3612
9,Andrea Davison,Refugee in Argentina,RT GenMisanthrope Sums up the vaccine scam perfectly talkRADIO httpstcojw6KSotLHQ,0.128
10,Health News,Europe,Judge Rules In Favor Of Navy SEALs Seeking Religious Exemptions From Covid Vaccine httpstcoYaqStKsEnQ health pharma,0.4019
11,Woman born in 1988,,RT cmbaldwin no1realman Yes and in the space of a month Ive lost a cousin heart attack and another had a stroke Not suggesting,0.3612
12,NaturalIndividual215,PHILADELPHIA PA,RT JAMESBASEATP afrommi SRuhle MSNBCRachel allinwithchris AP Vaccine Look at all the different reporting on vaccines what is does,0.0
13,Doug Barry,"Baltimore, Maryland",RT BeachPretzel2 Its so simple to not die This Orange County Republican who campaigned against vaccine mandates just died of COVID http,-0.1164
14,The Control Group,,RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
15,Tray Von Fartin,"Thermopolis, WY",nytimes Yet FreshMarket and Starbucks are forcing vaccine mandates into their employees in February Guess they httpstco78UnyX8SAw,0.0
16,BLACK TZEDEK,,Republican DA who fought California vaccine mandates dies from Covid httpstcoz37G3yWV7S,-0.3182
17,"Livia Guadagnoli, PhD","Leuven, Belgium",RT RomeGastroPsych Good news New study finds same efficacy for COVID19 vaccine in IBD patients compared to healthy controls httpstc,0.6808
18,XX RRLL,,RT SATIREofSEVS Anyone complaining that Biden should do more to end the Covid pandemicWhat should he do Concentrate real hard and e,-0.296
19,Satish Jadon,,RT OpIndiacom Over 41 lakh children in 1518 age group get Covid vaccine on Day 1 Madhya Pradesh and Gujarat tophttpstcolFIZTgHElZ,0.2023
20,John Farley,,RT SovMichael This is being repeated widely as it shouldIf they didnt know that the vaccine would lose efficacy long termHow d,-0.4019
21,Jo Ramadan,,Kerry18484529 ITVNewsPolitics sajidjavid The vaccines have an absolutely tiny proportion of bad reactions and c httpstcoKqZMgKEsVt,-0.5423
22,🎙️Halli Casser-Jayne.com Let's Talk!,"Florida, USA",RT CathyNotToday The highest increases in weekly PERCENTAGE INCREASE come from lower vaccinated red counties Hamilton 34 Jackson 39,0.2103
23,Rodeoing,,anayalove40 cooldog95228 damnpamfromnamm POTUS But if you expressed those questions youd be gaslighted and tol httpstcoc2OabRLObf,0.0
24,"Brendan, Professional Amateur",Here and There,RT JuliusGoat You want normalcy You have to lock everything down Which means you have to pay people to stay home Then you have to,-0.0258
25,Jim,,California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoQBihGYOCDk,-0.6908
26,WBNG 12 News,"Binghamton, NY",The Centers for Disease Control and Prevention has signed off on two measures to increase access to additional dose httpstcoDw6jU1ZiNo,0.3182
27,Mike Albert,"Commack, NY",RT PetraA31368349 Israeli People Committees Report Find Catastrophic Side Effects Of Pfizer Vaccine To Every System In Human Body  Grea,-0.4939
28,Mr. AdvoCat,Victoria ,RT Covid19Crusher The more vaccine shots in the armsthe more new Covid casesThat is what the data per state currently shows in,0.0
29,Robert Wenzel,,HeatherMack18 Im unvaxed and got Omicron In my case it was like a cold Sure seems like vaccinated folks are not httpstcoM9KSrMo9Jn,0.743
30,💜 🇺🇲 💉 l_prettyman, 🇺🇸 ,RT Crof Uganda Museveni gets Covid19 vaccine booster jab as cases surge httpstcoZ5dh4pMz7i,0.0
31,Sir Ivor Mectin for the WORLD,Wirral,RT davidkurten Coerced injections of experimental mRNA without informed consent are unquestionably wrong such as the Johnson regime firi,-0.7404
32,Stand back I'm a Scientist,,RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
33,Brian," Hertfordshire ,Uk",RT ollysmithtravel If restrictions were already a hard sell following the vaccine rollout they are going to be far harder to justify whe,-0.1027
34,Jakub Strzadala,"Dublin, IRL",getyourshotsnow TheWolfofFUDst disclosetv As I would change a quote of yourself stop spreading vaccine believe,-0.296
35,johnny switchblade,,CoreyWFrate johncraven1 JoshGeballe why we have a mild variant and a readily available vaccine let it spread,0.0
36,Stuart Barwise,,BorisJohnson Lets show the vaccine injury numbers Lets have the fucking truth for a change ,-0.0534
37,Skully,United States,llanoselina unclecousinjoe NooneIma mensaandproud1 southernfemale5 mhoptman Shishkeberry The risks of Covid httpstcogQ8i1lLjMB,-0.2732
